,technology,year,cap_mean_base,fix_mean_base,fix_mean_US,fix_min_US,fix_max_US,US_scenario,cap_par_unit,cap_min_US,cap_mean_US,cap_max_US,cap_factor,fix_factor,cap_min_final,cap_max_final,fix_min_final,fix_max_final
21,CSP with Storage,2050,116.05783866057841,1.8382166412988334,56.05220926915277,56.05220926915277,56.05220926915277,Moderate,$/kW,3.737,3.737,3.737,31.05641922948312,0.03279472237163825,116.05783866057841,116.05783866057841,1.8382166412988334,1.8382166412988334
22,CSP with Storage,2050,116.05783866057841,1.8382166412988334,43.30777777777778,43.30777777777778,43.30777777777778,Advanced,$/kW,2659.0,2659.0,2659.0,0.043647175126204744,0.04244541594193884,116.05783866057841,116.05783866057841,1.8382166412988337,1.8382166412988337
23,CSP with Storage,2050,116.05783866057841,1.8382166412988334,66.0,66.0,66.0,Conservative,$/kW,6.242,6.242,6.242,18.59305329390875,0.027851767292406567,116.05783866057841,116.05783866057841,1.8382166412988334,1.8382166412988334
24,CSP without Storage,2025,103.65930999492645,1.286783358701167,61.3111111111111,61.3111111111111,61.3111111111111,Moderate,$/kW,103.65930999492645,103.65930999492645,103.65930999492645,1.0,0.020987767720751185,103.65930999492645,103.65930999492645,1.286783358701167,1.286783358701167
25,CSP without Storage,2025,103.65930999492645,1.286783358701167,54.87222222222223,54.87222222222222,54.87222222222222,Advanced,$/kW,103.65930999492645,103.65930999492645,103.65930999492645,1.0,0.023450542124755495,103.65930999492645,103.65930999492645,1.2867833587011668,1.2867833587011668
26,CSP without Storage,2025,103.65930999492645,1.286783358701167,66.0,66.0,66.0,Conservative,$/kW,103.65930999492645,103.65930999492645,103.65930999492645,1.0,0.019496717556078288,103.65930999492645,103.65930999492645,1.286783358701167,1.286783358701167
27,CSP without Storage,2030,83.52359208523593,1.286783358701167,56.62222222222223,56.62222222222223,56.62222222222223,Moderate,$/kW,83.52359208523593,83.52359208523593,83.52359208523593,1.0,0.022725765754141487,83.52359208523593,83.52359208523593,1.286783358701167,1.286783358701167
28,CSP without Storage,2030,83.52359208523593,1.286783358701167,43.74444444444444,43.74444444444444,43.74444444444444,Advanced,$/kW,83.52359208523593,83.52359208523593,83.52359208523593,1.0,0.029415926411761505,83.52359208523593,83.52359208523593,1.286783358701167,1.286783358701167
29,CSP without Storage,2030,83.52359208523593,1.286783358701167,66.0,66.0,66.0,Conservative,$/kW,83.52359208523593,83.52359208523593,83.52359208523593,1.0,0.019496717556078288,83.52359208523593,83.52359208523593,1.286783358701167,1.286783358701167
30,CSP without Storage,2040,81.24048706240488,1.286783358701167,56.33721574568748,56.33721574568749,56.33721574568749,Moderate,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.022840733992071097,81.24048706240488,81.24048706240488,1.2867833587011672,1.2867833587011672
31,CSP without Storage,2040,81.24048706240488,1.286783358701167,43.52611111111113,43.52611111111112,43.52611111111112,Advanced,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.02956348099687416,81.24048706240488,81.24048706240488,1.2867833587011668,1.2867833587011668
32,CSP without Storage,2040,81.24048706240488,1.286783358701167,66.0,66.0,66.0,Conservative,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.019496717556078288,81.24048706240488,81.24048706240488,1.286783358701167,1.286783358701167
33,CSP without Storage,2050,81.24048706240488,1.286783358701167,56.05220926915277,56.05220926915277,56.05220926915277,Moderate,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.022956871379007766,81.24048706240488,81.24048706240488,1.286783358701167,1.286783358701167
34,CSP without Storage,2050,81.24048706240488,1.286783358701167,43.30777777777778,43.30777777777778,43.30777777777778,Advanced,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.029712523355595613,81.24048706240488,81.24048706240488,1.286783358701167,1.286783358701167
35,CSP without Storage,2050,81.24048706240488,1.286783358701167,66.0,66.0,66.0,Conservative,$/kW,81.24048706240488,81.24048706240488,81.24048706240488,1.0,0.019496717556078288,81.24048706240488,81.24048706240488,1.286783358701167,1.286783358701167
36,Coal Power Plant,2025,79.27447995941148,2.473363774733638,112.51333333333332,73.0,140.54,Moderate,$/kW,2337.0,2337.0,2337.0,0.033921471955246675,0.021982850400547833,79.27447995941148,79.27447995941148,1.6047480792399917,3.089469795292992
37,Coal Power Plant,2025,79.27447995941148,2.473363774733638,112.17999999999999,73.0,140.54,Advanced,$/kW,2324.0,2324.0,2324.0,0.03411122201351613,0.02204817057170296,79.27447995941148,79.27447995941148,1.6095164517343161,3.098649892147134
38,Coal Power Plant,2025,79.27447995941148,2.473363774733638,113.17999999999999,74.0,140.54,Conservative,$/kW,2350.0,2350.0,2350.0,0.03373382125932403,0.02185336432880048,79.27447995941148,79.27447995941148,1.6171489603312355,3.0712718227696194
39,Coal Power Plant,2030,79.27447995941148,2.473363774733638,109.84666666666665,71.0,140.54,Moderate,$/kW,2198.0,2198.0,2198.0,0.036066642383717686,0.02251651187777179,79.27447995941148,79.27447995941148,1.598672343321797,3.164470579302047
40,Coal Power Plant,2030,79.27447995941148,2.473363774733638,106.84666666666665,69.0,140.54,Advanced,$/kW,2121.0,2121.0,2121.0,0.037375992437251995,0.023148721919888048,79.27447995941148,79.27447995941148,1.5972618124722753,3.253321378621066
41,Coal Power Plant,2030,79.27447995941148,2.473363774733638,113.17999999999999,74.0,140.54,Conservative,$/kW,2275.0,2275.0,2275.0,0.03484592525688417,0.02185336432880048,79.27447995941148,79.27447995941148,1.6171489603312355,3.0712718227696194
